sample_id,ec_uScm,tds_mgL,turbidity_NTU,temp_C,pH,do_mgL,class
1536,12.24,11.11,114.85,20.97,9.49,10.48,Warning
1073,24.59,24.26,30.51,23.12,6.37,9.38,Caution
2139,2015.34,1062.22,408.82,19.2,9.85,12.75,Severe
547,311.9,190.36,5.82,26.52,8.33,5.62,Normal
1540,17.12,13.5,90.67,32.58,5.66,3.63,Warning
659,28.31,18.96,33.49,23.72,6.08,4.7,Caution
1849,3017.84,1374.28,421.74,34.78,9.79,1.66,Severe
1020,48.32,26.63,30.69,24.25,6.35,4.32,Caution
1892,3305.07,1952.12,309.38,34.03,10.47,1.83,Severe
1505,1410.53,815.32,50.43,22.46,5.53,10.66,Warning
960,45.81,25.5,32.2,23.56,8.8,9.57,Caution
2095,8.76,0.0,499.5,15.79,9.86,1.87,Severe
284,300.29,188.46,6.19,29.21,8.01,8.48,Normal
1633,1034.84,504.06,53.54,21.6,9.4,11.09,Warning
798,689.8,419.77,47.12,23.32,8.6,9.41,Caution
1850,5.84,0.0,151.26,34.61,9.57,13.93,Severe
226,150.07,87.57,11.58,27.23,6.65,6.64,Normal
27,139.9,76.34,20.3,27.53,6.74,7.78,Normal
2016,1.46,11.7,468.06,36.86,5.21,15.29,Severe
1800,5.94,10.67,390.55,17.28,9.78,12.58,Severe
438,389.92,183.81,15.63,29.94,7.91,8.89,Normal
2127,4.2,2.56,470.36,36.72,4.89,1.83,Severe
1389,1367.35,701.03,97.29,21.33,5.95,10.23,Warning
230,125.31,63.05,16.04,27.85,6.56,5.62,Normal
38,291.23,166.05,13.34,28.21,8.06,8.12,Normal
1694,10.97,0.0,133.98,33.71,5.96,2.37,Warning
750,822.19,549.86,31.97,31.98,8.96,9.13,Caution
1046,45.81,19.49,39.03,30.68,6.35,9.36,Caution
1399,1799.09,1053.97,84.52,33.24,9.1,11.13,Warning
470,482.57,300.21,17.34,28.31,7.17,7.52,Normal
1927,2980.25,1667.38,450.54,34.33,9.73,1.25,Severe
2144,4.38,0.0,594.54,34.26,9.94,1.92,Severe
688,687.78,319.6,40.57,24.13,6.36,4.39,Caution
1057,36.24,20.43,40.98,31.15,8.54,4.08,Caution
640,45.28,21.59,40.54,24.0,8.74,9.06,Caution
1950,3799.5,2366.12,488.54,18.75,5.43,13.47,Severe
1219,568.59,264.65,44.82,24.48,8.91,4.44,Caution
1159,686.68,441.35,48.35,31.52,6.37,4.79,Caution
1416,13.18,8.35,107.36,20.62,9.45,11.89,Warning
1528,17.05,9.02,138.37,22.45,9.34,2.62,Warning
1884,2084.5,888.45,348.82,18.47,5.25,14.6,Severe
1301,711.94,425.02,35.42,23.77,6.2,9.87,Caution
2088,4806.03,2186.23,579.99,36.93,9.96,12.54,Severe
801,24.87,9.8,26.4,30.99,8.87,9.26,Caution
1604,14.05,15.08,122.38,20.5,9.41,3.87,Warning
161,252.97,138.73,14.63,29.66,8.35,6.57,Normal
1705,14.93,0.0,77.63,32.87,5.52,4.0,Warning
957,28.41,16.45,45.27,30.05,6.21,4.23,Caution
1744,1759.25,784.74,81.96,33.05,5.75,2.92,Warning
1187,580.93,288.76,32.81,24.92,6.34,4.76,Caution
822,31.48,19.03,46.42,30.44,8.65,9.37,Caution
1730,13.59,7.51,132.3,21.1,5.51,10.69,Warning
1914,8.64,12.47,527.2,18.38,9.82,13.34,Severe
878,31.55,19.22,32.93,24.41,6.46,4.69,Caution
914,31.61,14.37,43.24,31.89,6.1,4.41,Caution
153,127.38,74.33,22.37,26.06,6.5,8.58,Normal
99,192.94,79.05,2.87,28.0,8.1,5.87,Normal
2022,2.19,0.0,349.97,17.07,10.07,0.6,Severe
510,133.9,70.28,6.26,25.5,6.86,8.06,Normal
1136,22.31,16.99,30.47,31.65,8.84,9.54,Caution
1251,667.08,395.51,30.48,31.99,8.92,9.9,Caution
1894,7.6,13.31,271.17,16.83,10.31,1.62,Severe
104,228.27,141.36,17.26,26.27,8.25,7.44,Normal
1446,1046.89,599.65,111.45,33.22,9.0,11.11,Warning
1444,12.23,6.66,69.96,21.87,9.41,3.24,Warning
1978,1.44,0.0,309.34,35.39,9.73,1.4,Severe
587,205.88,107.12,20.05,25.43,7.09,6.71,Normal
2013,3664.61,2056.73,534.31,17.25,4.82,2.0,Severe
1697,11.75,0.0,131.75,22.88,5.94,3.9,Warning
1144,523.49,283.9,31.87,24.09,8.99,9.04,Caution
54,364.15,161.19,21.11,29.0,6.61,8.71,Normal
152,191.64,115.34,14.54,26.93,7.62,6.08,Normal
404,184.97,107.25,3.76,29.49,7.14,7.25,Normal
1155,814.49,413.87,35.77,24.69,8.9,4.52,Caution
208,432.95,217.79,21.36,28.91,7.78,5.84,Normal
2100,1.1,18.34,430.14,35.96,10.25,1.76,Severe
1683,12.96,4.62,145.21,32.82,5.51,3.99,Warning
1123,531.64,296.24,34.03,31.41,6.33,9.72,Caution
1992,4049.85,2194.07,346.08,36.51,10.39,14.42,Severe
9,63.87,30.53,11.48,27.77,7.77,7.24,Normal
1015,763.32,443.49,35.61,23.41,8.56,9.09,Caution
2046,2353.6,1115.24,301.68,16.77,9.94,1.08,Severe
1061,32.53,12.45,42.95,31.62,8.62,4.63,Caution
453,77.82,43.02,20.73,27.99,8.43,6.66,Normal
1676,1464.63,916.51,83.16,32.38,9.48,2.54,Warning
254,474.08,271.19,1.53,27.11,7.19,5.4,Normal
1328,1564.65,738.54,88.16,33.57,5.89,2.84,Warning
897,607.5,329.27,42.58,24.2,6.03,9.28,Caution
1973,4697.59,2786.9,253.95,17.54,5.35,1.58,Severe
881,998.46,534.1,41.75,24.06,8.73,4.96,Caution
1596,1667.99,1007.01,114.59,21.11,9.29,3.25,Warning
2097,4.71,1.95,296.2,36.98,10.33,14.62,Severe
624,398.31,233.78,16.62,25.83,8.03,5.18,Normal
346,209.63,116.46,16.57,29.44,8.1,5.2,Normal
1938,8.32,0.9,156.04,34.6,9.71,1.03,Severe
1788,7.42,7.64,279.05,18.87,9.58,0.97,Severe
263,203.69,111.27,4.91,28.55,7.71,7.85,Normal
1635,19.56,10.78,70.31,32.81,5.57,2.06,Warning
1322,1414.41,746.28,60.37,21.6,9.18,10.94,Warning
1439,1787.44,1169.98,56.07,22.95,9.4,10.65,Warning
151,167.08,92.51,11.05,25.25,6.55,7.41,Normal
473,343.89,212.88,16.57,25.12,7.15,5.61,Normal
1803,2140.98,1196.81,483.39,37.6,9.99,1.9,Severe
641,829.22,465.36,27.2,31.67,8.67,4.48,Caution
872,36.63,25.29,34.43,30.52,6.01,4.85,Caution
2096,1.47,0.0,481.18,18.53,9.92,1.58,Severe
551,131.14,61.43,15.73,25.01,6.53,7.04,Normal
2025,5.1,2.27,511.14,16.29,4.62,15.66,Severe
929,31.97,18.36,48.22,30.78,6.27,9.76,Caution
489,465.32,264.14,5.98,26.09,7.36,8.47,Normal
1844,4.33,1.18,449.39,36.32,4.93,14.49,Severe
1735,16.48,3.51,99.38,20.73,5.99,11.33,Warning
2056,2430.75,1371.61,213.5,34.43,4.6,13.45,Severe
1172,513.82,308.86,45.46,31.44,6.18,4.38,Caution
147,259.11,125.14,9.83,28.76,7.01,7.02,Normal
1940,3208.56,1721.16,455.83,17.62,10.13,12.78,Severe
1370,1838.5,949.19,137.16,20.83,5.77,2.13,Warning
403,109.65,58.97,23.9,27.59,6.72,5.4,Normal
955,46.78,22.51,41.39,30.31,8.55,4.2,Caution
2092,4567.17,2136.27,427.81,16.19,10.01,15.25,Severe
660,601.89,358.2,47.83,30.14,8.79,4.72,Caution
1795,1.23,0.0,269.06,34.04,9.7,1.14,Severe
1373,10.77,11.52,128.54,32.29,9.49,3.86,Warning
464,244.11,142.15,20.67,28.19,7.45,7.06,Normal
1350,1794.33,987.61,105.71,32.39,5.92,10.25,Warning
187,333.98,200.98,9.34,27.14,8.06,7.55,Normal
1148,626.61,391.96,36.25,30.26,8.63,9.07,Caution
1225,48.77,26.8,46.22,31.75,8.86,9.64,Caution
609,430.46,255.26,3.62,28.01,7.69,6.36,Normal
144,93.24,46.97,4.68,29.47,7.48,5.58,Normal
752,744.37,368.35,40.01,31.38,8.98,4.51,Caution
1535,15.28,8.58,116.56,21.55,5.65,12.0,Warning
1931,9.3,11.16,565.62,35.96,9.72,1.85,Severe
982,830.03,513.88,29.25,30.67,6.14,9.78,Caution
198,472.46,270.45,9.27,27.01,7.13,6.07,Normal
1634,14.24,0.62,73.91,20.65,9.33,3.37,Warning
884,889.67,434.12,35.65,23.93,6.25,4.37,Caution
1861,4575.84,2091.05,291.68,16.42,10.17,12.33,Severe
280,223.66,112.43,5.73,25.3,7.09,6.48,Normal
294,270.0,176.33,13.02,27.74,6.97,6.7,Normal
767,43.71,31.57,35.59,31.21,8.7,9.57,Caution
401,198.77,121.15,7.58,26.77,8.0,5.05,Normal
123,118.79,58.01,23.1,29.09,8.48,7.97,Normal
1208,538.59,245.32,48.86,24.34,8.68,4.9,Caution
203,386.18,180.76,9.92,29.05,7.54,5.36,Normal
1463,15.56,10.0,109.37,20.52,5.7,2.63,Warning
836,20.17,12.51,49.56,24.41,6.07,9.69,Caution
247,436.8,265.05,10.08,29.71,7.43,7.94,Normal
1440,1068.38,549.91,129.4,22.98,5.56,11.71,Warning
1734,14.07,2.62,70.81,33.63,5.65,10.98,Warning
1995,8.65,4.29,520.63,36.62,4.93,1.65,Severe
730,34.75,22.28,31.04,24.15,8.6,4.08,Caution
1708,1859.77,977.36,58.58,20.15,9.08,2.7,Warning
2094,8.62,16.2,313.11,16.02,9.95,13.65,Severe
1154,20.94,11.98,44.23,24.07,6.2,9.92,Caution
1662,14.91,1.37,63.75,22.49,9.34,10.36,Warning
1427,13.43,11.68,147.33,21.16,9.27,11.98,Warning
385,462.23,311.05,21.41,27.73,7.41,8.68,Normal
2002,2736.49,1608.58,363.57,16.15,9.94,1.79,Severe
1760,18.96,8.34,60.23,33.93,5.86,10.54,Warning
855,29.64,17.12,37.88,30.64,8.69,9.77,Caution
1590,1046.27,511.91,94.97,33.51,5.53,2.82,Warning
220,145.3,65.56,3.16,29.61,8.31,6.33,Normal
642,49.74,19.51,48.49,23.65,6.03,4.59,Caution
2,339.74,177.17,20.75,27.25,6.76,6.48,Normal
113,481.7,245.63,16.66,26.3,7.44,5.18,Normal
699,21.59,0.0,27.0,30.17,6.38,4.14,Caution
1105,761.4,319.84,38.41,30.22,6.36,9.94,Caution
952,775.74,364.34,44.75,24.69,6.05,4.66,Caution
1649,1510.7,765.78,88.65,22.12,9.03,10.6,Warning
1637,12.45,4.45,93.05,32.27,9.26,3.51,Warning
1990,7.42,4.05,239.94,19.07,10.28,1.72,Severe
1411,16.97,6.84,54.67,32.81,5.51,3.41,Warning
1410,19.63,10.95,72.88,22.98,5.57,2.31,Warning
1831,4.79,0.0,342.14,37.4,9.82,1.45,Severe
1534,16.14,0.67,117.38,20.88,9.04,2.11,Warning
1292,27.08,9.52,47.7,30.15,8.76,4.99,Caution
2055,4.24,1.82,215.51,18.75,10.0,1.58,Severe
442,498.94,323.72,3.75,26.65,6.95,6.88,Normal
1521,14.13,4.23,70.86,22.31,5.55,11.2,Warning
1854,4886.44,2630.03,337.07,16.2,10.09,1.89,Severe
1137,43.27,22.28,39.14,23.47,6.49,9.11,Caution
1716,1987.06,1005.06,85.95,32.12,9.45,2.63,Warning
1257,49.13,21.06,43.2,23.97,6.07,9.77,Caution
2083,2754.89,1583.65,199.02,18.99,5.11,0.64,Severe
1632,1801.03,862.15,112.51,20.23,9.29,2.43,Warning
1696,16.2,7.57,58.73,32.92,5.59,10.14,Warning
1398,1184.48,608.81,104.06,21.63,5.55,11.89,Warning
1851,2642.98,1736.3,228.64,37.4,5.2,0.71,Severe
664,693.84,386.85,49.46,30.38,6.39,4.46,Caution
684,22.02,16.29,47.43,30.83,6.32,9.57,Caution
1258,45.02,18.14,35.55,23.36,8.8,9.58,Caution
1843,8.04,13.08,537.56,15.86,10.24,0.76,Severe
2019,2457.3,1190.67,305.96,17.87,4.78,1.26,Severe
1701,1956.46,1203.86,120.48,22.63,9.21,11.04,Warning
318,294.49,157.52,12.98,25.86,8.44,6.28,Normal
649,41.37,28.37,40.67,23.47,6.1,9.92,Caution
1435,18.19,9.48,86.85,32.25,9.12,2.27,Warning
1480,1807.26,1165.65,120.16,22.92,5.63,11.82,Warning
710,38.22,25.56,29.41,30.24,6.32,4.15,Caution
1383,1791.86,971.24,126.8,21.22,9.13,11.69,Warning
1283,47.6,34.38,31.72,31.63,6.31,4.61,Caution
1769,1013.98,538.26,141.25,33.24,9.18,10.09,Warning
973,623.87,370.05,36.51,23.11,6.49,4.32,Caution
628,448.03,220.16,19.31,25.99,7.73,8.58,Normal
633,207.5,97.3,18.22,26.12,8.47,6.95,Normal
2027,4402.85,2027.39,204.43,36.56,10.1,13.36,Severe
1307,535.2,302.37,27.03,31.96,6.06,4.63,Caution
1401,13.97,14.65,115.84,20.45,9.48,10.5,Warning
1409,1110.39,538.08,116.92,33.1,5.73,11.31,Warning
1249,715.56,486.76,30.1,23.27,6.33,4.58,Caution
2128,4965.58,3267.23,433.86,19.99,4.82,1.89,Severe
1255,28.6,22.77,30.98,31.56,6.12,4.14,Caution
1497,1701.69,857.95,60.21,33.48,9.43,11.0,Warning
1372,14.27,16.69,129.7,22.79,5.78,2.44,Warning
1530,1645.83,952.67,113.33,21.88,9.39,3.85,Warning
1664,10.02,8.71,124.11,22.45,5.98,2.43,Warning
1355,1416.62,696.74,139.16,22.1,9.28,2.89,Warning
2102,3166.98,1760.57,295.15,16.95,5.34,1.99,Severe
1822,8.7,6.66,181.49,17.02,9.69,13.34,Severe
2116,2901.08,1731.36,415.91,36.67,4.51,15.66,Severe
2105,8.47,1.22,212.09,35.32,10.16,1.74,Severe
1644,19.77,3.66,91.4,33.21,5.82,3.95,Warning
1052,877.36,562.31,33.04,23.16,6.05,4.36,Caution
796,38.51,22.21,26.52,23.71,8.7,9.72,Caution
646,25.11,12.65,36.48,24.51,8.72,4.54,Caution
1013,37.89,27.32,41.89,30.96,8.96,4.2,Caution
1977,9.27,2.25,463.6,34.96,10.26,1.25,Severe
1598,1313.32,621.44,124.51,22.04,5.59,11.0,Warning
557,155.96,78.19,22.73,25.83,6.8,7.63,Normal
682,849.12,422.4,34.61,24.96,8.66,4.68,Caution
578,360.39,167.3,5.22,28.24,7.04,5.21,Normal
1820,3849.85,2031.58,425.92,36.56,5.39,0.64,Severe
1110,23.1,3.88,28.75,31.66,8.9,9.16,Caution
1267,32.39,18.45,47.57,31.43,6.18,4.42,Caution
1723,1499.68,934.93,84.24,21.23,5.58,10.8,Warning
1863,5.88,9.43,550.39,15.33,4.56,15.67,Severe
1184,40.85,23.55,49.33,24.09,8.65,4.27,Caution
525,101.07,46.0,14.62,28.5,6.9,6.43,Normal
1060,570.09,324.67,26.43,31.28,8.51,4.52,Caution
541,106.07,47.46,14.65,27.56,6.55,8.25,Normal
1679,1101.96,547.62,56.29,20.96,9.23,2.97,Warning
1758,1722.71,923.63,96.25,32.4,9.43,2.88,Warning
1924,5.72,0.0,409.63,36.44,4.73,15.29,Severe
96,99.78,55.66,15.88,25.05,8.34,5.75,Normal
1021,35.66,15.05,49.31,30.9,8.62,4.11,Caution
564,301.05,170.45,18.38,28.87,7.33,8.4,Normal
864,750.77,352.04,43.31,30.66,6.45,9.5,Caution
1485,1686.48,932.7,141.2,32.78,9.38,2.48,Warning
1882,3143.45,1795.37,256.28,37.56,9.7,1.81,Severe
1039,20.13,10.33,45.9,30.84,6.41,9.58,Caution
207,431.0,201.96,10.58,29.72,6.77,6.61,Normal
393,199.29,89.59,2.69,26.77,7.7,5.5,Normal
871,20.26,9.05,49.53,31.95,8.95,4.95,Caution
398,224.62,106.52,14.32,27.77,6.55,7.8,Normal
2072,7.5,6.56,521.45,37.67,10.19,1.63,Severe
1029,30.82,15.11,42.08,24.59,6.03,9.91,Caution
1486,1276.35,800.94,149.29,22.48,9.16,11.45,Warning
961,38.52,28.28,34.14,31.12,6.2,9.16,Caution
1571,11.78,5.41,129.67,33.56,5.53,3.13,Warning
1896,3131.68,1760.32,595.36,18.03,4.62,12.18,Severe
805,664.12,329.11,41.95,30.88,8.78,4.23,Caution
1752,1254.74,593.27,60.41,20.9,5.65,3.31,Warning
503,191.0,106.96,21.32,27.73,7.78,5.5,Normal
780,992.65,557.52,28.13,24.43,6.05,4.26,Caution
1864,6.99,16.94,272.62,19.65,10.18,14.36,Severe
201,244.63,149.75,7.07,29.82,7.05,6.06,Normal
1797,2058.75,1259.95,471.56,37.56,10.01,0.82,Severe
379,465.93,244.05,19.35,25.92,6.51,7.54,Normal
419,318.39,157.76,8.55,26.59,7.83,6.38,Normal
1699,10.43,8.18,100.06,32.94,5.65,11.35,Warning
392,370.27,180.17,21.6,29.14,6.63,7.56,Normal
1523,1707.79,988.95,71.38,32.09,5.94,10.29,Warning
1163,632.67,371.68,30.79,31.95,8.89,9.32,Caution
1496,19.1,12.16,55.09,21.94,5.68,11.61,Warning
2028,4216.21,2601.12,244.62,16.86,5.14,13.1,Severe
1153,886.47,524.29,31.08,31.04,6.39,4.93,Caution
1368,16.36,6.07,71.56,22.8,5.78,11.31,Warning
65,435.45,203.06,9.93,28.71,7.13,5.06,Normal
2063,7.16,11.0,490.27,17.08,4.56,1.78,Severe
1181,855.75,503.52,28.05,30.63,6.02,4.33,Caution
493,317.0,213.24,24.74,29.72,8.42,7.86,Normal
380,93.9,50.35,16.56,29.59,7.79,5.99,Normal
764,612.8,375.45,28.83,23.99,8.93,9.91,Caution
792,799.28,368.15,34.05,30.03,8.55,9.6,Caution
1077,35.31,17.08,34.59,24.18,6.04,9.18,Caution
879,36.53,26.86,35.57,30.43,6.02,4.79,Caution
338,161.27,83.5,6.99,25.85,6.96,7.57,Normal
1017,992.13,516.9,34.12,31.46,6.37,4.45,Caution
1276,817.48,529.62,25.39,23.53,6.29,4.86,Caution
456,75.78,48.8,6.1,25.79,6.67,6.67,Normal
816,47.21,40.5,37.97,30.01,8.8,4.06,Caution
996,43.31,33.26,25.9,24.0,8.82,4.15,Caution
1982,3741.72,1616.51,163.06,34.4,10.15,1.88,Severe
202,307.03,147.84,24.86,29.18,7.26,5.85,Normal
162,92.59,55.54,4.99,26.6,7.61,6.38,Normal
1580,10.56,1.34,89.17,32.43,5.74,3.69,Warning
703,782.18,473.87,37.72,31.32,8.95,9.41,Caution
1501,11.14,11.26,125.75,33.08,5.8,11.75,Warning
1130,786.49,428.4,40.27,23.85,6.33,9.58,Caution
1022,40.36,24.67,39.46,23.46,6.23,4.41,Caution
1586,1632.74,988.27,89.04,22.14,9.29,11.21,Warning
1956,4665.68,2551.59,363.6,36.12,9.64,14.41,Severe
35,193.1,117.08,13.11,27.96,6.61,7.72,Normal
776,849.66,472.78,38.31,31.15,6.22,9.5,Caution
1479,10.24,0.99,93.12,33.39,9.21,3.6,Warning
1391,16.11,5.83,147.79,32.22,5.73,11.92,Warning
1364,1427.95,773.94,121.94,32.76,5.62,2.81,Warning
2042,3.88,0.0,327.76,18.36,5.21,14.11,Severe
242,150.62,78.0,11.92,28.02,7.45,5.98,Normal
2062,3059.82,1796.86,332.97,36.75,9.98,12.04,Severe
601,173.59,104.67,16.96,27.7,7.5,7.21,Normal
1298,824.51,368.95,42.63,23.87,6.4,4.17,Caution
2069,1.99,9.67,365.28,37.0,4.64,15.6,Severe
647,47.33,25.54,35.12,23.15,8.96,9.45,Caution
1529,1488.16,848.15,139.3,32.49,6.0,11.82,Warning
1268,834.4,517.11,41.78,31.72,6.15,9.11,Caution
1900,3362.32,1953.88,195.84,15.27,4.92,0.81,Severe
563,184.34,98.18,19.32,25.57,6.74,6.2,Normal
190,288.23,178.03,22.19,25.77,8.41,5.79,Normal
1807,1.19,0.0,411.39,35.26,5.14,15.56,Severe
976,888.1,394.75,42.34,23.25,8.99,4.73,Caution
2048,9.6,3.34,251.07,19.34,4.71,1.54,Severe
1083,41.94,29.92,30.61,23.12,8.64,4.05,Caution
475,111.9,54.9,14.54,29.68,7.76,8.19,Normal
748,41.81,30.74,30.25,30.44,6.01,4.59,Caution
22,165.18,77.5,23.47,29.76,7.13,6.16,Normal
460,320.12,178.54,3.21,28.08,8.4,6.53,Normal
1185,43.38,27.93,27.65,31.99,8.63,4.23,Caution
956,751.57,374.71,38.06,31.69,8.83,9.65,Caution
1216,39.36,22.96,45.3,30.36,6.06,9.12,Caution
1516,1776.4,1142.57,137.52,32.3,9.23,3.94,Warning
770,21.4,13.87,39.72,24.75,6.16,9.77,Caution
1686,11.17,9.84,87.77,32.4,9.11,2.5,Warning
131,437.28,255.64,6.92,26.63,6.54,5.79,Normal
2136,7.07,7.22,417.97,16.62,9.53,13.92,Severe
1483,1796.28,952.98,91.58,33.27,9.48,2.9,Warning
331,467.13,272.74,10.47,29.07,7.34,7.98,Normal
1239,36.3,8.18,45.94,23.56,8.53,4.79,Caution
467,444.38,220.57,8.43,25.45,7.52,7.87,Normal
1639,16.8,7.86,127.32,32.64,5.93,11.22,Warning
1096,37.19,21.2,32.72,31.41,6.14,9.9,Caution
1131,37.17,29.66,49.98,30.25,6.25,4.13,Caution
1295,41.67,24.18,39.45,30.31,6.39,4.87,Caution
861,590.1,328.97,44.53,23.08,8.79,9.95,Caution
